prod_id,Review ,Rating,User_id,Sentiment,,,,,,,,
MP01,nice product,4,153,Positive,,,,,,,,
MP01,instant relief ,3,17,Neutral,,,,,,,,
MP01,battery life lasts longer,3,78,Neutral,,,,,,,,
MP01,built quality product ,5,174,Positive,,,,,,,,
MP01,ease of use,4,74,Positive,,,,,,,,
MP01,user friendly ,4,150,Positive,,,,,,,,
MP01,very effective,4,44,Positive,,,,,,,,
MP01,powerful beast,4,203,Positive,,,,,,,,
MP01,execellent machine,5,205,Positive,,,,,,,,
MP01,even the lowest mode is powerful,5,46,Positive,,,,,,,,
MP01,overall good product,4,187,Positive,,,,,,,,
MP01,carrying is super easy ,4,179,Positive,,,,,,,,
MP01,loved it ,4,173,Positive,,,,,,,,
MP01,affordable price,4,56,Positive,,,,,,,,
MP01,quality matches the price,5,189,Positive,,,,,,,,
MP01,doesn? work properly ,2,272,Negative,,,,,,,,
MP01,minimum speed and vibration,2,252,Negative,,,,,,,,
MP01,its good andd bad ,3,186,Neutral,,,,,,,,
MP01,noise is unbearable,2,231,Negative,,,,,,,,
MP01,worst product,1,138,Negative,,,,,,,,
MP01,very bad product ,2,57,Negative,,,,,,,,
MP01,horrible experience,1,25,Negative,,,,,,,,
MP01,needs quality and improvement ,3,138,Neutral,,,,,,,,
MP01,super product,5,115,Positive,,,,,,,,
MP01,good for personal use,4,256,Positive,,,,,,,,
MP01,good product ,4,218,Positive,,,,,,,,
MP01,not turning on,1,195,Negative,,,,,,,,
MP01,absolutely awesome,5,14,Positive,,,,,,,,
MP01,damages muscles,2,50,Negative,,,,,,,,
MP01,really loved it ,4,150,Positive,,,,,,,,
MP01,best wireless massager,5,93,Positive,,,,,,,,
MP01,easy to handle ,4,95,Positive,,,,,,,,
MP01,enjoy the pleasure,5,179,Positive,,,,,,,,
MP01,machine is bit heavy,3,232,Neutral,,,,,,,,
MP01,totally different from description,2,70,Negative,,,,,,,,
MP01,make your purchase now,4,230,Positive,,,,,,,,
MP01,no charge level indicator,3,284,Neutral,,,,,,,,
MP01,worst item ever ,1,187,Negative,,,,,,,,
MP01,very mild massage,2,217,Negative,,,,,,,,
MP01,very good product,4,288,Positive,,,,,,,,
MP01,poor battery ,2,242,Negative,,,,,,,,
MP01,amazing product,4,185,Positive,,,,,,,,
MP01,product is good ,4,164,Positive,,,,,,,,
MP01,bad battery life,1,42,Negative,,,,,,,,
MP01,good,3,168,Neutral,,,,,,,,
MP01,value for money,4,292,Positive,,,,,,,,
MP01,very good product ,4,240,Positive,,,,,,,,
MP01,dissatisfied,1,156,Negative,,,,,,,,
MP01,go for it,5,225,Positive,,,,,,,,
MP01,don? buy this,2,282,Negative,,,,,,,,
MP01,affordable price,5,172,Positive,,,,,,,,
MP01,good perfromance,4,161,Positive,,,,,,,,
MP01,great product,3,25,Neutral,,,,,,,,
MP01,easy recommed to anyone,4,213,Positive,,,,,,,,
MP01,execellent machine,3,189,Neutral,,,,,,,,
MP01,nice massager,4,150,Positive,,,,,,,,
MP01,machine is easy to use,4,270,Positive,,,,,,,,
MP01,awesome product,5,219,Positive,,,,,,,,
MP01,received a damaged product,2,185,Negative,,,,,,,,
MP01,very poor product ,2,269,Negative,,,,,,,,
MP01,battery never gets fully charged,3,117,Neutral,,,,,,,,
OE02,Helps me relieve pain,3,156,Neutral,,,,,,,,
OE02,must product for knee pain,4,121,Positive,,,,,,,,
OE02,useful product for old people,5,233,Positive,,,,,,,,
OE02,excellent heating pad,5,125,Positive,,,,,,,,
OE02,disappointed,2,67,Negative,,,,,,,,
OE02,helps aching knee joints,4,42,Positive,,,,,,,,
OE02,produt doesnt match expectations,2,91,Negative,,,,,,,,
OE02,skin friendly heat wrap,5,129,Positive,,,,,,,,
OE02,Good one ,4,88,Positive,,,,,,,,
OE02,works as expected,3,286,Neutral,,,,,,,,
OE02,pain releif and comfort,4,257,Positive,,,,,,,,
OE02,must buy product,5,199,Positive,,,,,,,,
OE02,good for one month only ,3,31,Neutral,,,,,,,,
OE02,not working.,2,29,Negative,,,,,,,,
OE02,nice quality,4,213,Positive,,,,,,,,
OE02,stop working in few uses,3,102,Neutral,,,,,,,,
OE02,was not helpful,2,209,Negative,,,,,,,,
OE02,comfortable to use ,4,46,Positive,,,,,,,,
OE02,quite satisfying,4,143,Positive,,,,,,,,
OE02,not  product to go for,3,103,Neutral,,,,,,,,
OE02,not heating,2,22,Negative,,,,,,,,
OE02,low quality,2,129,Negative,,,,,,,,
OE02,velcro is not durable,3,215,Neutral,,,,,,,,
OE02,reliable,2,138,Negative,,,,,,,,
OE02,portable ,2,46,Negative,,,,,,,,
OE02,good for pain relief,4,139,Positive,,,,,,,,
OE02,easy to operate,4,154,Positive,,,,,,,,
OE02,excellent product,5,127,Positive,,,,,,,,
OE02,must buy,5,250,Positive,,,,,,,,
OE02,safe and effective,4,191,Positive,,,,,,,,
OE02,good product,4,18,Positive,,,,,,,,
OE02,satisfied,3,283,Neutral,,,,,,,,
OE02,happy with product,4,279,Positive,,,,,,,,
OE02,works great as intended ,4,284,Positive,,,,,,,,
OE02,useful product,4,103,Positive,,,,,,,,
OE02,coldstrap is not good,2,269,Negative,,,,,,,,
OE02,excellent,5,59,Positive,,,,,,,,
OE02,doesn? work properly ,2,35,Negative,,,,,,,,
OE02,very helpful,4,140,Positive,,,,,,,,
OE02,good,4,69,Positive,,,,,,,,
OE02,slowest heater,2,150,Negative,,,,,,,,
OE02,loved the product,4,178,Positive,,,,,,,,
OE02,heats quickly ,3,286,Neutral,,,,,,,,
OE02,soothing ,4,65,Positive,,,,,,,,
OE02,waste of money,1,15,Negative,,,,,,,,
OE02,stop buying such product,1,73,Negative,,,,,,,,
OE02,product stopped working,2,119,Negative,,,,,,,,
OE02,adjustable heat,4,173,Positive,,,,,,,,
OE02,really useful,4,249,Positive,,,,,,,,
OE02,heat distribution is not uniform,3,154,Neutral,,,,,,,,
OE02,amazing product,4,152,Positive,,,,,,,,
OE02,recommended to others,5,160,Positive,,,,,,,,
OE02,heat is perfect,4,7,Positive,,,,,,,,
OE02,nice product ,4,90,Positive,,,,,,,,
OE02,I like it,5,149,Positive,,,,,,,,
OE02,its fine,4,89,Positive,,,,,,,,
OE02,don? buy this,1,260,Negative,,,,,,,,
OE02,excellent ,5,133,Positive,,,,,,,,
OE02,heating time is low,2,37,Negative,,,,,,,,
OE02,nice,4,72,Positive,,,,,,,,
OE02,poor quality product ,2,103,Negative,,,,,,,,
OE02,bad ,1,166,Negative,,,,,,,,
OE02,size is not proper,2,182,Negative,,,,,,,,
OE02,good,4,144,Positive,,,,,,,,
OE02,heating pad not working,2,149,Negative,,,,,,,,
OE02,easy to use and operate,4,132,Positive,,,,,,,,
OE02,very nice product,5,76,Positive,,,,,,,,
OE02,unsafe to use,2,256,Negative,,,,,,,,
OE02,very bad product ,1,171,Negative,,,,,,,,
OE02,heat regulator is bad,2,277,Negative,,,,,,,,
OE02,quality can be better,3,85,Neutral,,,,,,,,
OE02,very helpful ,4,102,Positive,,,,,,,,
OE02,not able to charge,2,48,Negative,,,,,,,,
OE02,got short circuited,1,251,Negative,,,,,,,,
OE02,value for money,4,59,Positive,,,,,,,,
OE02,user friendly ,4,57,Positive,,,,,,,,
OE02,good for pain relief,5,163,Positive,,,,,,,,
OE02,nice product ,4,28,Positive,,,,,,,,
OE02,belt isnt heating,3,147,Neutral,,,,,,,,
OE02,liked the product ,4,164,Positive,,,,,,,,
OE02,good quality,4,93,Positive,,,,,,,,
OE02,works well,4,291,Positive,,,,,,,,
OE02,worst product,2,264,Negative,,,,,,,,
OE02,loved it,4,16,Positive,,,,,,,,
OE02,good temperature control,4,64,Positive,,,,,,,,
OE02,not stretchable belt,3,126,Neutral,,,,,,,,
OE02,highly dissapointed,1,190,Negative,,,,,,,,
OE02,never buy ,2,106,Negative,,,,,,,,
OE02,working fine,3,65,Neutral,,,,,,,,
OE02,poor quality product ,2,138,Negative,,,,,,,,
OE02,worst quality,1,111,Negative,,,,,,,,
OE02,not heating,3,95,Neutral,,,,,,,,
OE02,waste of money,2,54,Negative,,,,,,,,
OE02,very low quality,1,300,Negative,,,,,,,,
OE02,dangerous,1,2,Negative,,,,,,,,
OE02,useless product ,2,299,Negative,,,,,,,,
OE02,worst product,1,189,Negative,,,,,,,,
OE02,very uncomfortable ,2,132,Negative,,,,,,,,
OE02,low heat,2,288,Negative,,,,,,,,
OE02,recommended to others,4,224,Positive,,,,,,,,
OE02,really helpful,4,194,Positive,,,,,,,,
OE02,too good,4,84,Positive,,,,,,,,
OE02,do not buy,2,38,Negative,,,,,,,,
OE02,stopped working,2,268,Negative,,,,,,,,
OE02,good ,4,189,Positive,,,,,,,,
OE02,not reliable,2,79,Negative,,,,,,,,
OE02,it is ok,3,63,Neutral,,,,,,,,
OE02,low quality,1,62,Negative,,,,,,,,
OE02,not good product ,2,252,Negative,,,,,,,,
OE02,very useful,4,30,Positive,,,,,,,,
OE02,cheap quality,1,53,Negative,,,,,,,,
OE02,doesn? heat ,2,69,Negative,,,,,,,,
OE02,not good,2,63,Negative,,,,,,,,
OE02,best,5,182,Positive,,,,,,,,
OE02,don? buy,1,27,Negative,,,,,,,,
OE02,melting plastic,3,135,Neutral,,,,,,,,
OE02,great product ,5,235,Positive,,,,,,,,
OE02,low warmth,2,267,Negative,,,,,,,,
OE02,not worthy ,2,94,Negative,,,,,,,,
OE02,quality is poor,1,44,Negative,,,,,,,,
OE02,bad product,2,107,Negative,,,,,,,,
OE02,creates burns,2,296,Negative,,,,,,,,
OE02,not working,1,237,Negative,,,,,,,,
OE02,right tempertaure for massage ,4,163,Positive,,,,,,,,
OE02,works well,4,215,Positive,,,,,,,,
OE02,waste of money ,1,264,Negative,,,,,,,,
OE02,worst ,2,253,Negative,,,,,,,,
OE02,burnt my leg,2,16,Negative,,,,,,,,
OE02,hopeless product ,1,222,Negative,,,,,,,,
OE02,don? buy this,2,160,Negative,,,,,,,,
OE02,nice,4,158,Positive,,,,,,,,
OE02,difficult to wear ,2,294,Negative,,,,,,,,
OE02,really nice,4,200,Positive,,,,,,,,
OE02,overall good,4,147,Positive,,,,,,,,
OE02,good,4,209,Positive,,,,,,,,
OE02,not worth buying,2,213,Negative,,,,,,,,
OE02,heat is very low,2,164,Negative,,,,,,,,
OE02,don? buy,2,254,Negative,,,,,,,,
OE02,useful,4,72,Positive,,,,,,,,
OE02,material is skin friendly ,4,124,Positive,,,,,,,,
OE02,band is too large,3,240,Neutral,,,,,,,,
OE02,not comfortable to wear,2,151,Negative,,,,,,,,
OE02,belt is soft and flexible,4,12,Positive,,,,,,,,
OE02,soft fabric ,4,30,Positive,,,,,,,,
OE02,works perfect,5,207,Positive,,,,,,,,
OE02,temperature control works well,4,168,Positive,,,,,,,,
OE02,works like charm,4,94,Positive,,,,,,,,
OE02,easy to use,4,228,Positive,,,,,,,,
OE02,user friendly ,4,258,Positive,,,,,,,,
OE02,reduce pain and works fine,4,210,Positive,,,,,,,,
OE02,not durable,2,49,Negative,,,,,,,,
OE02,my leg burned badly ,1,210,Negative,,,,,,,,
OE02,good heating,4,93,Positive,,,,,,,,
OE02,heats well,4,232,Positive,,,,,,,,
OE02,very poor quality,1,280,Negative,,,,,,,,
OE02,not recommended to all,2,271,Negative,,,,,,,,
OE02,product below average,2,20,Negative,,,,,,,,
OE02,poor quality product ,2,131,Negative,,,,,,,,
OE02,can be used in any position,4,77,Positive,,,,,,,,
OE02,portable,3,164,Neutral,,,,,,,,
OE02,recommend to others,4,92,Positive,,,,,,,,
OE02,amazing product,5,286,Positive,,,,,,,,
OE02,easy to use,4,69,Positive,,,,,,,,
OE02,very soothing,4,178,Positive,,,,,,,,
OE02,insufficient strap for useless product,2,4,Negative,,,,,,,,
OE02,excellent product ,5,225,Positive,,,,,,,,
OE02,working fine,4,196,Positive,,,,,,,,
OE02,nice product ,4,256,Positive,,,,,,,,
OE02,heat is moderate,3,151,Neutral,,,,,,,,
OE02,don? buy,2,197,Negative,,,,,,,,
OE02,durable ,4,179,Positive,,,,,,,,
OE02,worth the money,4,265,Positive,,,,,,,,
OE02,"best is adjustable ,works well",5,242,Positive,,,,,,,,
OE02,good product,4,278,Positive,,,,,,,,
OE02,good ,4,210,Positive,,,,,,,,
OE02,works great,5,70,Positive,,,,,,,,
OE02,quality is good,4,76,Positive,,,,,,,,
OE02,very much satisfied,4,163,Positive,,,,,,,,
OE02,very bad product ,2,180,Negative,,,,,,,,
OE02,unsatisfactory product,1,199,Negative,,,,,,,,
OE02,best priced,5,25,Positive,,,,,,,,
OE02,good product,4,180,Positive,,,,,,,,
OE02,flexible,4,89,Positive,,,,,,,,
OE02,it is nice,4,141,Positive,,,,,,,,
OE02,fits well and works fine,4,198,Positive,,,,,,,,
OE02,working excellently,5,245,Positive,,,,,,,,
OE02,waste of money,1,14,Negative,,,,,,,,
OE02,nice product ,4,242,Positive,,,,,,,,
OE02,very useful ,5,210,Positive,,,,,,,,
OE02,worthy,4,10,Positive,,,,,,,,
OE02,not satisfied,1,12,Negative,,,,,,,,
OE02,go for it,4,66,Positive,,,,,,,,
OE02,best product,5,91,Positive,,,,,,,,
OE02,good ,4,205,Positive,,,,,,,,
OE02,bad product ,2,67,Negative,,,,,,,,
OE02,excellent product ,5,150,Positive,,,,,,,,
OE02,overall good,4,122,Positive,,,,,,,,
OE02,not worth buying,2,56,Negative,,,,,,,,
OE02,not suitable,1,53,Negative,,,,,,,,
OE02,quite satisfied,3,58,Neutral,,,,,,,,
OE02,was not helpful,2,16,Negative,,,,,,,,
OE02,wire got melted,1,145,Negative,,,,,,,,
OE02,heat is not enough,2,251,Negative,,,,,,,,
OE02,stopped working after a month,2,49,Negative,,,,,,,,
OE02,good results,4,124,Positive,,,,,,,,
OE02,heat is limited,2,276,Negative,,,,,,,,
OE02,nice product ,4,146,Positive,,,,,,,,
OE02,superb pain killer ,4,266,Positive,,,,,,,,
OE02,metal part was rusted,2,216,Negative,,,,,,,,
OE02,good use,4,273,Positive,,,,,,,,
OE02,be careful it burns ,1,179,Negative,,,,,,,,
OE02,easy to use and operate,4,103,Positive,,,,,,,,
OE02,serves the purpose,4,211,Positive,,,,,,,,
OE02,comfortable to wear ,4,288,Positive,,,,,,,,
OE02,worth buying,5,63,Positive,,,,,,,,
OE02,not working,1,236,Negative,,,,,,,,
OE02,its okay okay,3,152,Neutral,,,,,,,,
OE02,very useful ,4,284,Positive,,,,,,,,
OE02,fits well and works fine,4,38,Positive,,,,,,,,
