prod_id,text,Rating,User_id,prodSentiment,timestamp
MP01,product is durable ,3,290,Neutral,964983414
MP01,The weight is just perfect and good design,5,92,Positive,964982703
MP01,"overall, feels nice, quality looks good",4,237,Positive,964981909
MP01,maybe the vibrations could have been a bit more strong,4,283,Positive,964984086
MP01,One should buy as it's travel friendly and gives relief from pain too,5,260,Positive,964983393
MP01,Do not use on head as it's vibrator and not good for head massage,3,3,Neutral,964982653
MP01,got used to this product and it's performance is very good.,4,182,Positive,964983017
MP01,finding this uncomfortable to use as I never used such device,2,216,Negative,964982310
MP01,No need to use high pressure to work it,3,56,Neutral,964984112
MP01,Happy with the product,5,57,Positive,964980875
MP01,"It is good mild massager, gives temporary relief,",3,229,Neutral,964980985
MP01,I really felt improvement in headache.,4,166,Positive,964981107
MP01,works great as intended ,4,200,Positive,964982620
MP01,most helpful,5,17,Positive,964982290
MP01,great pain relieve massager,4,131,Positive,964981125
MP01,a little heavy product ,3,158,Neutral,964982346
MP01,product built of good quality,4,249,Positive,964982951
MP01,Good quality,4,100,Positive,964983056
MP01,don? buy ,1,186,Negative,964983504
MP01,good relief temmporarily ,2,1,Negative,964983536
MP01,highly recommended,5,282,Positive,964982620
MP01,great experience works like magic,4,49,Positive,964981125
MP01,self usage is difficult,2,103,Negative,964981230
MP01,user friendly,4,95,Positive,964981404
MP01,performance is great,5,124,Positive,964983034
MP01,not happy with it ,2,151,Negative,964983056
MP01,"don? buy it, causes harm to bones",1,9,Negative,964981780
MP01,worth its price,4,135,Positive,964981497
MP01,wonderful product,5,255,Positive,964982176
MP01,very satisfied with product ,4,29,Positive,964981710
MP01,durable product ,4,200,Positive,964982211
MP01,happy and satisfied,5,275,Positive,964981710
MP01,bad product,1,211,Negative,964984176
MP01,good massager within budget,4,188,Positive,964980523
MP01,very good product,5,144,Positive,964981888
MP01,all features are excellent ,4,145,Positive,964982903
MP01,effective results,4,11,Positive,964982563
MP01,happy with the purchase,5,95,Positive,964982791
MP01,very effective ,5,88,Positive,964981747
MP01,instant relief,4,32,Positive,964982400
MP01,releives muscular pain,4,23,Positive,964982838
MP01,found it good for the price ,4,57,Positive,964982838
MP01,not easy to use,3,41,Neutral,964981710
MP01,soothing effect,4,36,Positive,964982653
MP01,best massager,5,135,Positive,964982838
MP01,heavy vibrations,3,39,Neutral,964982588
MP01,product is good and sturdy ,4,258,Positive,964981725
MP01,just buy it ,4,50,Positive,964982529
MP01,super happy with product ,4,63,Positive,964982876
MP01,not recommended,1,275,Negative,964982791
MP01,product is awesome,4,150,Positive,964982791
MP01,durable and economic ,4,29,Positive,964982838
MP01,great product for great price,4,128,Positive,964981725
MP01,found it very satisfying,3,208,Neutral,964981710
MP01,gives nice massage,4,222,Positive,964981680
MP01,definitely worth buying,5,185,Positive,964981710
MP01,experience not so soothing,2,279,Negative,964981775
MP01,"relaxes muscles,love it",4,282,Positive,964982989
MP01,easy to use,4,287,Positive,964982310
MP01,overall nice prroduct,5,127,Positive,964983664
MP01,very convenient,4,238,Positive,964983263
MP01,not comfortable product ,2,269,Negative,964983546
MP01,totally worth it ,4,229,Positive,964983861
MP01,value for money ,3,166,Neutral,964982462
MP01,less vibrations,3,278,Neutral,964983123
MP01,not a great product,1,51,Negative,964983094
MP01,buy this product,4,35,Positive,964981093
MP01,good but not good enough,3,166,Neutral,964982310
MP01,works like charm,5,180,Positive,964982513
MP01,loved the overall product,5,289,Positive,964982242
MP01,relieve pain ,4,45,Positive,964982620
MP01,nice product,4,300,Positive,964983414
MP01,cost effective,4,271,Positive,964982588
MP01,good enough for the price,4,9,Positive,964984169
MP01,awesome quality,5,29,Positive,965719662
MP01,speed control measurements makes it easy to use,4,3,Positive,964981278
MP01,comfortable,5,247,Positive,964982328
MP01,east to use ,4,59,Positive,964982242
MP01,flaw is the mesh cover,3,198,Neutral,964981265
MP01,it might hurt your skin,2,210,Negative,964981888
MP01,good product over effective price,4,267,Positive,964983000
MP01,the product is excellent,5,215,Positive,964981144
MP01,worth the money,4,228,Positive,964983080
MP01,best among other massagers,5,243,Positive,964982588
MP01,good massager ,5,227,Positive,964980523
MP01,affordable,4,35,Positive,964982377
MP01,massages perfectly ,4,63,Positive,964982620
MP01,too heavy to hold,3,78,Neutral,964983393
MP01,working fine,4,290,Positive,964983414
MP01,great hand held massager,5,286,Positive,964983393
MP01,works for long time,5,91,Positive,964983426
MP01,handle should have been long,4,257,Positive,964981855
MP01,vibration speed is steady,4,125,Positive,964980985
MP01,doesn? irritate the skin,3,190,Neutral,964983414
MP01,effective massager,4,54,Positive,964982703
MP01,excellent product,5,183,Positive,964981710
MP01,"it hurts ,more pressure",2,210,Negative,964980523
MP01,so relieving,4,298,Positive,964980868
MP01,excellent product,5,230,Positive,964981680
MP01,not recommended,1,65,Negative,964982703
MP01,sturdy and good finishing,4,201,Positive,964982290
MP01,must buy ,5,73,Positive,964981872
MP01,no return only replacement,3,164,Neutral,964982176
MP01,worth every penny,5,11,Positive,964982191
MP01,cant do it by yourself,2,181,Negative,964981888
MP01,doesn? reduce pain,2,206,Negative,964983282
MP01,difficult to change mode,2,267,Negative,964983034
MP01,easy to use,5,124,Positive,964982495
MP01,effective massager,5,55,Positive,964982271
MP01,works beyond my expectation,5,129,Positive,964982242
MP01,doesn? produce noise,2,240,Negative,964980896
MP01,performs well,4,110,Positive,964983762
MP01,value for money,4,213,Positive,964982791
MP01,durability is awesome,4,8,Positive,964981208
MP01,overall good ,4,249,Positive,964984086
MP01,worth your penny ,4,169,Positive,964981872
MP01,worth it ,4,194,Positive,964983873
MP01,reasonably good ,4,271,Positive,964982495
MP01,great product for great price,5,54,Positive,964983504
MP01,best price best quality,5,122,Positive,964981093
MP01,reasonable product for its price,4,271,Positive,964983108
MP01,pretty good,4,276,Positive,964981107
MP01,low quality,1,118,Negative,964983536
MP01,worst item ,1,282,Negative,964983484
MP01,works well,4,224,Positive,964981799
MP01,satisfactory product,3,218,Neutral,964981799
MP01,highly recommended,5,128,Positive,964982328
MP01,satisfied with the product ,3,217,Neutral,964984054
MP01,worth buying ,4,206,Positive,964981144
MP01,just ok product ,3,179,Neutral,964981725
MP01,vibrations too hard,3,275,Neutral,964981775
MP01,nice product,4,104,Positive,964982271
MP01,upto expectations,4,1,Positive,964980668
MP01,looks bulky but not heavy,3,268,Neutral,964980683
MP01,easy to carry ,4,91,Positive,964982271
MP01,useful product ,4,115,Positive,964981589
MP01,speed control feature is good ,4,289,Positive,964983737
MP01,energize with each massage,4,217,Positive,964981909
MP01,not so difficult to use ,2,134,Negative,964982363
MP01,overall good ,4,119,Positive,964982417
MP01,worth the money,4,153,Positive,964980694
MP01,best product ,5,249,Positive,964981855
MP01,good product,4,114,Positive,964981220
MP01,very useful product ,4,186,Positive,964982903
MP01,releif from mild pain,3,41,Neutral,964984002
MP01,wonderful product,5,164,Positive,1445714835
MP01,satisfying,3,207,Neutral,1445715029
MP01,simple and easy to use ,4,122,Positive,1445715228
MP01,worth buying ,4,182,Positive,1445714885
MP01,everyone can use ,4,286,Positive,1445714952
MP01,worked well,4,114,Positive,1445714960
MP01,nice product,4,153,Positive,1445715013
MP01,instant relief ,3,17,Neutral,1445715064
MP01,battery life lasts longer,3,78,Neutral,1445715141
MP01,built quality product ,5,174,Positive,1445714980
MP01,ease of use,4,74,Positive,1445715154
MP01,user friendly ,4,150,Positive,1445714974
MP01,very effective,4,44,Positive,1445714926
MP01,powerful beast,4,203,Positive,1445714941
MP01,execellent machine,5,205,Positive,1445714841
MP01,even the lowest mode is powerful,5,46,Positive,1445715340
MP01,overall good product,4,187,Positive,1445715172
MP01,carrying is super easy ,4,179,Positive,1445715166
MP01,loved it ,4,173,Positive,1445715189
MP01,affordable price,4,56,Positive,1445714891
MP01,quality matches the price,5,189,Positive,1445714938
MP01,doesn? work properly ,2,272,Negative,1445714874
MP01,minimum speed and vibration,2,252,Negative,1445714966
MP01,its good andd bad ,3,186,Neutral,1445715145
MP01,noise is unbearable,2,231,Negative,1445714882
MP01,worst product,1,138,Negative,1445715276
MP01,very bad product ,2,57,Negative,1445714854
MP01,horrible experience,1,25,Negative,1445715272
MP01,needs quality and improvement ,3,138,Neutral,1445714851
MP01,super product,5,115,Positive,1306463578
MP01,good for personal use,4,256,Positive,1306464275
MP01,good product ,4,218,Positive,1306463619
MP01,not turning on,1,195,Negative,1306464228
MP01,absolutely awesome,5,14,Positive,1306463595
MP01,damages muscles,2,50,Negative,1306463611
MP01,really loved it ,4,150,Positive,1306463567
MP01,best wireless massager,5,93,Positive,1306463627
MP01,easy to handle ,4,95,Positive,1306464216
MP01,enjoy the pleasure,5,179,Positive,1306463569
MP01,machine is bit heavy,3,232,Neutral,1306463624
MP01,totally different from description,2,70,Negative,1306463323
MP01,make your purchase now,4,230,Positive,1306464189
MP01,no charge level indicator,3,284,Neutral,1306463561
MP01,worst item ever ,1,187,Negative,1306464003
MP01,very mild massage,2,217,Negative,1306464175
MP01,very good product,4,288,Positive,1306463572
MP01,poor battery ,2,242,Negative,1306464261
MP01,amazing product,4,185,Positive,1306463559
MP01,product is good ,4,164,Positive,1306463631
MP01,bad battery life,1,42,Negative,1306464293
MP01,good,3,168,Neutral,1306463925
MP01,value for money,4,292,Positive,1306464054
MP01,very good product ,4,240,Positive,1306463638
MP01,dissatisfied,1,156,Negative,1306463603
MP01,go for it,5,225,Positive,1306464245
MP01,don? buy this,2,282,Negative,1306463770
MP01,affordable price,5,172,Positive,1306464284
MP01,good perfromance,4,161,Positive,1306463718
MP01,great product,3,25,Neutral,1306463708
MP01,easy recommed to anyone,4,213,Positive,1306464021
MP01,execellent machine,3,189,Neutral,1306463825
MP01,nice massager,4,150,Positive,1306464204
MP01,machine is easy to use,4,270,Positive,1306463670
MP01,awesome product,5,219,Positive,1306464036
MP01,received a damaged product,2,185,Negative,1306463684
MP01,very poor product ,2,269,Negative,1306463993
MP01,battery never gets fully charged,3,117,Neutral,1306463815
OE02,Helps me relieve pain,3,156,Neutral,1306464164
OE02,must product for knee pain,4,121,Positive,986935199
OE02,useful product for old people,5,233,Positive,945173447
OE02,excellent heating pad,5,125,Positive,986935047
OE02,disappointed,2,67,Negative,945173425
OE02,helps aching knee joints,4,42,Positive,964622786
OE02,produt doesnt match expectations,2,91,Negative,964538444
OE02,skin friendly heat wrap,5,129,Positive,986848784
OE02,Good one ,4,88,Positive,964622758
OE02,works as expected,3,286,Neutral,986848920
OE02,pain releif and comfort,4,257,Positive,945078571
OE02,must buy product,5,199,Positive,945078428
OE02,good for one month only ,3,31,Neutral,964622565
OE02,not working.,2,29,Negative,945079259
OE02,nice quality,4,213,Positive,945079078
OE02,stop working in few uses,3,102,Neutral,945629040
OE02,was not helpful,2,209,Negative,964622684
OE02,comfortable to use ,4,46,Positive,945173513
OE02,quite satisfying,4,143,Positive,986848894
OE02,not  product to go for,3,103,Neutral,945079259
OE02,not heating,2,22,Negative,964538468
OE02,low quality,2,129,Negative,945173350
OE02,velcro is not durable,3,215,Neutral,945079182
OE02,reliable,2,138,Negative,964538500
OE02,portable ,2,46,Negative,945629063
OE02,good for pain relief,4,139,Positive,964622786
OE02,easy to operate,4,154,Positive,986934901
OE02,excellent product,5,127,Positive,964623306
OE02,must buy,5,250,Positive,945078690
OE02,safe and effective,4,191,Positive,945078467
OE02,good product,4,18,Positive,986934915
OE02,satisfied,3,283,Neutral,986848828
OE02,happy with product,4,279,Positive,945079259
OE02,works great as intended ,4,284,Positive,945174290
OE02,useful product,4,103,Positive,945079872
OE02,coldstrap is not good,2,269,Negative,945079106
OE02,excellent,5,59,Positive,945078636
OE02,doesn? work properly ,2,35,Negative,964538832
OE02,very helpful,4,140,Positive,945079301
OE02,good,4,69,Positive,945079670
OE02,slowest heater,2,150,Negative,964539986
OE02,loved the product,4,178,Positive,986848609
OE02,heats quickly ,3,286,Neutral,945078587
OE02,soothing ,4,65,Positive,964540008
OE02,waste of money,1,15,Negative,945079906
OE02,stop buying such product,1,73,Negative,986935230
OE02,product stopped working,2,119,Negative,945078601
OE02,adjustable heat,4,173,Positive,945079106
OE02,really useful,4,249,Positive,964622714
OE02,heat distribution is not uniform,3,154,Neutral,964623347
OE02,amazing product,4,152,Positive,945079653
OE02,recommended to others,5,160,Positive,945078446
OE02,heat is perfect,4,7,Positive,945079837
OE02,nice product ,4,90,Positive,945173902
OE02,I like it,5,149,Positive,945173989
OE02,its fine,4,89,Positive,945173902
OE02,don? buy this,1,260,Negative,945079670
OE02,excellent ,5,133,Positive,945079521
OE02,heating time is low,2,37,Negative,945173602
OE02,nice,4,72,Positive,964538571
OE02,poor quality product ,2,103,Negative,986849085
OE02,bad ,1,166,Negative,945079232
OE02,size is not proper,2,182,Negative,945173654
OE02,good,4,144,Positive,964540578
OE02,heating pad not working,2,149,Negative,986934819
OE02,easy to use and operate,4,132,Positive,945079483
OE02,very nice product,5,76,Positive,945173692
OE02,unsafe to use,2,256,Negative,945078946
OE02,very bad product ,1,171,Negative,986934696
OE02,heat regulator is bad,2,277,Negative,945079259
OE02,quality can be better,3,85,Neutral,964539723
OE02,very helpful ,4,102,Positive,964538500
OE02,not able to charge,2,48,Negative,964539723
OE02,got short circuited,1,251,Negative,986934625
OE02,value for money,4,59,Positive,964539180
OE02,user friendly ,4,57,Positive,964778513
OE02,good for pain relief,5,163,Positive,964538500
OE02,nice product ,4,28,Positive,964538763
OE02,belt isnt heating,3,147,Neutral,964538763
OE02,liked the product ,4,164,Positive,964538728
OE02,good quality,4,93,Positive,945078967
OE02,works well,4,291,Positive,945174025
OE02,worst product,2,264,Negative,964539205
OE02,loved it,4,16,Positive,945079729
OE02,good temperature control,4,64,Positive,964539961
OE02,not stretchable belt,3,126,Neutral,964539326
OE02,highly dissapointed,1,190,Negative,945174008
OE02,never buy ,2,106,Negative,964538728
OE02,working fine,3,65,Neutral,964622684
OE02,poor quality product ,2,138,Negative,986849037
OE02,worst quality,1,111,Negative,986934832
OE02,not heating,3,95,Neutral,945079653
OE02,waste of money,2,54,Negative,945078690
OE02,very low quality,1,300,Negative,945079653
OE02,dangerous,1,2,Negative,964538763
OE02,useless product ,2,299,Negative,945078467
OE02,worst product,1,189,Negative,945173766
OE02,very uncomfortable ,2,132,Negative,945079767
OE02,low heat,2,288,Negative,945173492
OE02,recommended to others,4,224,Positive,964622830
OE02,really helpful,4,194,Positive,945079790
OE02,too good,4,84,Positive,986935244
OE02,do not buy,2,38,Negative,945079906
OE02,stopped working,2,268,Negative,945079837
OE02,good ,4,189,Positive,964622758
OE02,not reliable,2,79,Negative,945629015
OE02,it is ok,3,63,Neutral,945079956
OE02,low quality,1,62,Negative,945079889
OE02,not good product ,2,252,Negative,945079143
OE02,very useful,4,30,Positive,964539357
OE02,cheap quality,1,53,Negative,945174134
OE02,doesn? heat ,2,69,Negative,986849001
OE02,not good,2,63,Negative,964622642
OE02,best,5,182,Positive,964622617
OE02,don? buy,1,27,Negative,964539431
OE02,melting plastic,3,135,Neutral,945629179
OE02,great product ,5,235,Positive,964540505
OE02,low warmth,2,267,Negative,964622714
OE02,not worthy ,2,94,Negative,986934786
OE02,quality is poor,1,44,Negative,986934870
OE02,bad product,2,107,Negative,945079653
OE02,creates burns,2,296,Negative,964622684
OE02,not working,1,237,Negative,945078967
OE02,right tempertaure for massage ,4,163,Positive,986934786
OE02,works well,4,215,Positive,945078690
OE02,waste of money ,1,264,Negative,945079052
OE02,worst ,2,253,Negative,945079521
OE02,burnt my leg,2,16,Negative,986935016
OE02,hopeless product ,1,222,Negative,986935328
OE02,don? buy this,2,160,Negative,986934738
OE02,nice,4,158,Positive,964539855
OE02,difficult to wear ,2,294,Negative,945174008
OE02,really nice,4,200,Positive,945079729
OE02,overall good,4,147,Positive,964540008
OE02,good,4,209,Positive,945629238
OE02,not worth buying,2,213,Negative,964622590
OE02,heat is very low,2,164,Negative,964538964
OE02,don? buy,2,254,Negative,945078467
OE02,useful,4,72,Positive,964622590
OE02,material is skin friendly ,4,124,Positive,945079164
OE02,band is too large,3,240,Neutral,964623306
OE02,not comfortable to wear,2,151,Negative,986935302
OE02,belt is soft and flexible,4,12,Positive,945079858
OE02,soft fabric ,4,30,Positive,945173385
OE02,works perfect,5,207,Positive,945078863
OE02,temperature control works well,4,168,Positive,964622684
OE02,works like charm,4,94,Positive,986848894
OE02,easy to use,4,228,Positive,945079790
OE02,user friendly ,4,258,Positive,945079013
OE02,reduce pain and works fine,4,210,Positive,945078542
OE02,not durable,2,49,Negative,964539986
OE02,my leg burned badly ,1,210,Negative,964778621
OE02,good heating,4,93,Positive,945173553
OE02,heats well,4,232,Positive,964539628
OE02,very poor quality,1,280,Negative,945078814
OE02,not recommended to all,2,271,Negative,964539140
OE02,product below average,2,20,Negative,986935016
OE02,poor quality product ,2,131,Negative,945078708
OE02,can be used in any position,4,77,Positive,986934870
OE02,portable,3,164,Neutral,945078528
OE02,recommend to others,4,92,Positive,945078946
OE02,amazing product,5,286,Positive,986848610
OE02,easy to use,4,69,Positive,986936200
OE02,very soothing,4,178,Positive,945079920
OE02,insufficient strap for useless product,2,4,Negative,986934884
OE02,excellent product ,5,225,Positive,964778197
OE02,working fine,4,196,Positive,964622487
OE02,nice product ,4,256,Positive,964539121
OE02,heat is moderate,3,151,Neutral,964538930
OE02,don? buy,2,197,Negative,964539771
OE02,durable ,4,179,Positive,964539828
OE02,worth the money,4,265,Positive,964623306
OE02,"best is adjustable ,works well",5,242,Positive,986934498
OE02,good product,4,278,Positive,964622758
OE02,good ,4,210,Positive,964538329
OE02,works great,5,70,Positive,964539395
OE02,quality is good,4,76,Positive,986849238
OE02,very much satisfied,4,163,Positive,964538243
OE02,very bad product ,2,180,Negative,986848908
OE02,unsatisfactory product,1,199,Negative,964538351
OE02,best priced,5,25,Positive,986849212
OE02,good product,4,180,Positive,986935199
OE02,flexible,4,89,Positive,964539085
OE02,it is nice,4,141,Positive,986936207
OE02,fits well and works fine,4,198,Positive,986849180
OE02,working excellently,5,245,Positive,986934465
OE02,waste of money,1,14,Negative,986849149
OE02,nice product ,4,242,Positive,986849164
OE02,very useful ,5,210,Positive,986849130
OE02,worthy,4,10,Positive,986934819
OE02,not satisfied,1,12,Negative,986849254
OE02,go for it,4,66,Positive,986848856
OE02,best product,5,91,Positive,986849180
OE02,good ,4,205,Positive,986849201
OE02,bad product ,2,67,Negative,986849226
OE02,excellent product ,5,150,Positive,986849149
OE02,overall good,4,122,Positive,986848753
OE02,not worth buying,2,56,Negative,986848665
OE02,not suitable,1,53,Negative,986934901
OE02,quite satisfied,3,58,Neutral,986848685
OE02,was not helpful,2,16,Negative,986848700
OE02,wire got melted,1,145,Negative,1007569424
OE02,heat is not enough,2,251,Negative,986848685
OE02,stopped working after a month,2,49,Negative,1007574542
OE02,good results,4,124,Positive,1007569465
OE02,heat is limited,2,276,Negative,1007569424
OE02,nice product ,4,146,Positive,1007574470
OE02,superb pain killer ,4,266,Positive,1007569465
OE02,metal part was rusted,2,216,Negative,1007569586
OE02,good use,4,273,Positive,1007574509
OE02,be careful it burns ,1,179,Negative,1007569586
OE02,easy to use and operate,4,103,Positive,1007574532
OE02,serves the purpose,4,211,Positive,1007569445
OE02,comfortable to wear ,4,288,Positive,1007569445
OE02,worth buying,5,63,Positive,1007574532
OE02,not working,1,236,Negative,1007569465
OE02,its okay okay,3,152,Neutral,1007569424
OE02,very useful ,4,284,Positive,847434962
OE02,fits well and works fine,4,38,Positive,847435238
OE02,good ,4,19,Positive,847434881
OE02,easy to fit ,4,50,Positive,847435292
OE02,good product,4,45,Positive,847434961
OE02,poor quality product ,1,31,Negative,847434881
OE02,recommend to others,4,226,Positive,847435238
OE02,give immediate relief ,5,56,Positive,847434880
OE02,easy to use,4,103,Positive,847434748
OE02,velcro is terrible,1,265,Negative,847434802
OE02,its handy,3,187,Neutral,847435292
OE02,must buy ,4,124,Positive,847435337
OE02,really useful,5,48,Positive,847435292
OE02,portable,4,106,Positive,847435238
OE02,nice product ,4,151,Positive,847435129
OE02,comfortable to wear ,4,203,Positive,847435311
OE02,happy to use this product ,5,149,Positive,847435311
OE02,keeps warms ,4,131,Positive,847434748
OE02,good material,4,45,Positive,847435337
OE02,stopped working after a month,1,246,Negative,847434832
OE02,works as expected,4,283,Positive,847434880
OE02,you may buy it ,3,89,Neutral,847434802
OE02,works well,4,75,Positive,847434832
OE02,good product,4,90,Positive,847435238
OE02,doesn? fit my knee,2,74,Negative,847434882
OE02,not comfortable,2,290,Negative,847435129
OE02,velcro should be more longer,2,275,Negative,847434748
OE02,nice product ,4,203,Positive,847435292
OE02,switch not working,1,193,Negative,847434801
OE02,not working,2,248,Negative,847435337
OE02,waste of money,1,68,Negative,847435311
OE02,not shock proof,2,215,Negative,847435129
OE02,not suecure,2,111,Negative,847434960
OE02,bad product ,1,40,Negative,847435258
OE02,effective pain relief,4,40,Positive,847435311
OE02,good for pain relief,4,26,Positive,847434801
OE02,very useful ,5,22,Positive,847435258
OE02,good one,4,223,Positive,847434747
OE02,quality can be better,5,284,Positive,847434747
OE02,maximum comfort,4,173,Positive,847435238
OE02,performs well,4,47,Positive,847434832
OE02,skin friendly heat wrap,2,63,Negative,847435292
OE02,doesn? match my expectations,1,12,Negative,847434962
OE02,quality is quite fragile,2,80,Negative,847435258
OE02,warms the knee well,2,280,Negative,845553522
OE02,quite big in size ,3,68,Neutral,845554296
OE02,average,3,168,Neutral,845554349
OE02,very good,4,96,Positive,845553938
OE02,very unsafe product ,2,123,Negative,845553757
OE02,very bad product ,1,77,Negative,845554264
OE02,happy with product ,4,249,Positive,845555281
OE02,worked well,4,157,Positive,845553253
OE02,straps around could have been better,3,211,Neutral,845553489
OE02,does the job perfectly ,4,176,Positive,845555588
OE02,velcro are not comfortable,3,125,Neutral,845554505
OE02,received a different product,2,94,Negative,845553819
OE02,disappointed,1,147,Negative,845553559
OE02,got great relief,4,210,Positive,845553382
OE02,serves purpose,4,190,Positive,845553382
OE02,easy to use,4,29,Positive,845553875
OE02,excellent heating pad,5,243,Positive,845554397
OE02,efficient for pain relief,4,149,Positive,845553695
OE02,nice product ,5,166,Positive,845555362
OE02,useful for old people,4,264,Positive,845555402
OE02,must buy ,4,191,Positive,845553819
OE02,very handy product ,4,73,Positive,845553426
OE02,overall nice product ,5,281,Positive,845553354
OE02,heat is moderate,3,63,Neutral,845553726
OE02,very convenient ,4,81,Positive,845554962
OE02,free size anyone can wear ,3,141,Neutral,845555607
OE02,works well,4,182,Positive,845553907
OE02,nice product ,5,140,Positive,845554551
OE02,very effective,4,276,Positive,845553317
OE02,superb pain killer ,4,175,Positive,845553381
OE02,effective for pain,4,79,Positive,845555402
OE02,very helpful ,5,294,Positive,845554263
OE02,eased pain,4,226,Positive,845555454
OE02,not good ,2,49,Negative,845553660
OE02,comfortable to wear ,4,263,Positive,845555070
OE02,happy with product ,4,44,Positive,845555151
OE02,satisfied,3,138,Neutral,845555317
OE02,not good support ,2,265,Negative,845554907
OE02,knee pad not working,2,116,Negative,845556131
GB03,Nice product,5,200,Positive,845555300
GB03,Quality is not good and having dent,2,176,Negative,845555694
GB03,It's good product,5,284,Positive,845555124
GB03,Poor quality and lost money,1,14,Negative,845555454
GB03,Very good,4,6,Positive,845554584
GB03,Stainless steel wall bracket. Could have been of sturdier stainless steel material.,4,155,Positive,845553559
